others,freq
1532 plastic n,24563
1533 tall j,25304
1534 plate n,24592
1535 hate v,24921
1536 otherwise r,23793
1537 writing n,24995
1538 press v,24716
1539 male j,24873
1540 start n,24071
1541 alive j,24184
1542 expression n,24748
1543 football n,25271
1544 intend v,23554
1545 attack v,23971
1546 chicken n,24465
1547 army n,23929
1548 abuse n,24534
1549 theater n,24447
1554 danger n,23244
1550 shut v,24773
1551 map n,23666
1552 extra j,24006
1553 session n,24010
1555 welcome v,25241
1556 domestic j,24313
1557 lots p,23750
1558 literature n,26254
1559 rain n,24134
1560 desire n,23994
1561 assessment n,26318
1562 injury n,23935
1563 respect n,23274
1564 northern j,23783
1565 nod v,27283
1566 paint v,24038
1567 fuel n,23934
1568 leaf n,24044
1569 direct v,23298
1574 pool n,23346
1570 dry j,23809
1571 Russian j,23739
1572 instruction n,25190
1573 fight n,23211
1575 climb v,24367
1576 sweet j,23843
1577 lead n,23301
1578 engine n,23617
1579 fourth m,23227
1580 salt n,24711
1581 expand v,23417
1582 importance n,24946
1583 metal n,23317
1584 fat n,24844
1585 ticket n,23902
1586 software n,23954
1587 disappear v,23389
1588 corporate j,23621
1589 strange j,23744
1590 lip n,25250
1591 reading n,23919
1592 urban j,23889
1593 mental j,23650
1594 increasingly r,23529
1595 lunch n,23220
1596 educational j,25282
1597 somewhere r,23527
1598 farmer n,23005
1599 above r,23866
1600 sugar n,24310
1601 planet n,23567
1602 favorite j,23159
1603 explore v,23744
1608 surround v,22391
1604 obtain v,24538
1605 enemy n,22621
1606 greatest j,22673
1607 complex j,23751
1609 athlete n,23868
1610 invite v,22158
1611 repeat v,22622
1612 carefully r,22837
1613 soul n,22713
1614 scientific j,23691
1615 impossible j,22233
1616 panel n,22529
1617 meaning n,24064
1618 mom n,23450
1619 married j,22352
1620 alone j,23106
1621 instrument n,23831
1622 predict v,22942
1623 weather n,22586
1624 presidential j,24057
1625 emotional j,22773
1626 commitment n,23152
1627 Supreme j,23904
1628 bear v,22190
1629 pocket n,23580
1630 thin j,23194
1631 temperature n,23111
1632 surprise n,22275
1633 poll n,24009
1638 sight n,22878
1634 proposal n,22830
1635 consequence n,23307
1636 half n,22029
1637 breath n,24668
1639 cover n,22301
1640 balance n,22243
1641 adopt v,22880
1642 minority n,23167
1643 straight r,22929
1644 attempt v,22758
1645 connect v,22100
1646 works n,22722
1647 teaching n,24387
1648 belong v,21856
1649 aid n,22642
1650 advice n,21970
1651 okay r,24243
1652 photograph n,22016
1653 empty j,23365
1658 somehow r,22267
1654 regional j,23182
1655 trail n,23030
1656 novel n,22392
1657 code n,22015
1659 organize v,22389
1660 jury n,24072
1661 breast n,22362
1662 Iraqi j,25446
1663 human n,22022
1669 desk n,23455
1670 fear v,21333
1671 thanks (PL) n,23061
1672 fruit n,22401
1673 under r,21521
1664 acknowledge v,21983
1665 theme n,22494
1666 storm n,22562
1667 union n,22380
1668 record v,21939
1674 expensive j,21706
1675 yellow j,22452
1676 conclusion n,23034
1677 prime j,22075
1678 shadow n,22803
1679 struggle v,21370
1680 conclude v,22247
1681 analyst n,22662
1682 dance n,21799
1683 limit n,21714
1684 like j,21723
1685 regulation n,22479
1686 being n,21695
1687 last v,21219
1688 ring n,21873
1689 largely r,22097
1690 shift v,21323
1691 revenue n,22445
1692 mark v,21236
1693 locate v,21843
1694 county n,22675
1695 appearance n,21146
1696 package n,21665
1697 difficulty n,22288
1698 bridge n,21497
1699 recommend v,21707
1700 obvious j,21052
1701 train n,21766
1702 basically r,23265
1703 e-mail n,22467
1704 generate v,22213
1705 anymore r,21771
1706 propose v,21691
1707 thinking n,21663
1708 possibly r,20953
1709 trend n,21894
1710 visitor n,21490
1711 loan n,22324
1712 currently r,21636
1713 comfortable j,21101
1714 investor n,22410
1715 but i,20961
1716 profit n,21754
1722 meal n,21556
1717 angry j,21485
1718 crew n,21238
1719 deep r,21413
1720 accident n,20964
1721 male n,22398
1723 hearing n,21560
1724 traffic n,21296
1725 muscle n,21931
1726 notion n,21801
1727 capture v,21018
1728 prefer v,20946
1729 truly r,20576
1730 earth n,21350
1731 Japanese j,21800
1732 chest n,22508
1733 search v,20943
1734 thick j,21932
1735 cash n,21343
1736 museum n,21715
1737 beauty n,21060
1738 emergency n,20796
1739 unique j,21436
1740 feature v,21678
1741 internal j,22025
1742 ethnic j,22632
1743 link v,21335
1744 stress n,21813
1745 content n,21821
1746 select v,21617
1747 root n,20774
1748 nose n,21938
1749 declare v,20550
1750 outside r,21556
1751 appreciate v,20806
1752 actual j,21321
1753 bottle n,21569
1754 hardly r,20757
1755 setting n,22004
1756 launch v,20767
1757 dress n,21362
1758 file n,20832
1759 sick j,20906
1760 outcome n,22721
1761 ad n,21064
1762 defend v,20510
1763 matter v,20534
1764 judge v,20320
1765 duty n,20204
1766 sheet n,20787
1767 ought v,21552
1768 ensure v,21341
1769 Catholic j,20866
1770 extremely r,20310
1771 extent n,21727
1772 component n,22085
1773 mix v,20642
1774 long-term j,20841
1775 slow j,20404
1776 contrast n,21581
1777 zone n,20472
1778 wake v,21330
1779 challenge v,20510
1780 airport n,20897
1781 chief n,20453
1782 brown j,21175
1783 standard j,20917
1784 shirt n,21486
1785 pilot n,20192
1786 warn v,19996
1787 ultimately r,20387
1788 cat n,21135
1789 contribution n,20912
1790 capacity n,21102
1791 ourselves p,19926
1792 estate n,20673
1793 guide n,20646
1794 circumstance n,20310
1795 snow n,21011
1796 English j,20235
1797 politician n,20360
1798 steal v,20296
1799 pursue v,20136
1800 slip v,21233
1801 percentage n,20774
1802 meat n,20271
1803 funny j,20399
1804 neither r,20100
1805 soil n,20916
1806 influence v,21448
1807 surgery n,20118
1808 correct j,20613
1809 Jewish j,20196
1810 blame v,19798
1811 estimate v,20474
1812 due i,21141
1813 basketball n,20955
1814 late r,19727
1815 golf n,20979
1816 investigate v,20117
1817 crazy j,20345
1818 significantly r,22038
1819 chain n,19688
1820 address n,19564
1821 branch n,19633
1822 combination n,20026
1823 just j,20096
1824 frequently r,20508
1825 governor n,20802
1826 relief n,19493
1827 user n,20681
1828 dad n,20164
1829 kick v,20092
1830 part r,19900
1831 manner n,20012
1832 ancient j,19818
1833 silence n,21169
1834 rating n,20413
1835 golden j,19852
1836 motion n,19649
1837 German j,20096
1838 gender n,22190
1839 solve v,19501
1840 fee n,20263
1841 landscape n,20171
1842 used j,19130
1843 bowl n,20662
1844 equal j,19952
1845 long c,19227
1846 official j,19628
1847 forth r,19531
1848 frame n,20016
1849 typical j,19724
1850 except i,19594
1851 conservative j,19778
1852 eliminate v,19773
1853 host n,19389
1854 hall n,20236
1855 trust v,19482
1856 ocean n,19421
1857 score v,20391
1858 row n,19519
1859 producer n,19679
1860 afford v,19035
1861 meanwhile r,19504
1862 regime n,21101
1863 division n,19772
1864 confirm v,19327
1865 fix v,19349
1866 appeal n,19561
1867 mirror n,20081
1868 tooth n,20515
1869 smart j,19370
1870 length n,19624
1871 entirely r,19075
1872 rely v,19614
1873 topic n,20640
1874 complain v,19102
1875 issue v,19300
1876 variable n,22868
1877 back v,19213
1878 range v,20067
1879 telephone n,19311
1880 perception n,21086
1881 attract v,19197
1882 confidence n,18955
1883 bedroom n,20387
1884 secret n,19125
1891 opposition n,19847
1892 aside r,19056
1893 anywhere r,18970
1894 bond n,19856
1895 file v,19416
1885 debt n,19506
1886 rare j,18978
1887 his p,19663
1888 tank n,19158
1889 nurse n,19385
1890 coverage n,19522
1896 pleasure n,19099
1897 master n,18880
1898 era n,19209
1899 requirement n,20358
1900 check n,18764
1901 stand n,18910
1902 fun n,18984
1903 expectation n,19603
1904 wing n,19028
1905 separate j,19064
1906 now c,19126
1907 clear v,19013
1908 struggle n,19014
1909 mean j,19792
1910 somewhat r,18801
1911 pour v,19300
1912 stir v,20174
1913 judgment n,19315
1914 clean v,18766
1915 except c,18857
1916 beer n,19349
1917 English n,18719
1918 reference n,19559
1919 tear n,19819
1920 doubt n,18542
1921 grant v,18598
1922 seriously r,18328
1923 account v,19403
1924 minister n,19154
1925 totally r,18720
1926 hero n,18348
1927 industrial j,19413
1928 cloud n,19214
1929 stretch v,19014
1930 winner n,19216
1931 volume n,18989
1932 travel n,18634
1933 seed n,19079
1934 surprised j,18822
1935 rest v,18915
1936 fashion n,18483
1937 pepper n,20220
1938 separate v,18251
1939 busy j,18500
1940 intervention n,21021
1941 copy n,18244
1942 tip n,18868
1943 below i,18353
1944 cheap j,18371
1945 aim v,18194
1946 cite v,19011
1947 welfare n,19580
1948 vegetable n,19363
1949 gray j,19408
1950 dish n,18887
1951 beach n,18451
1952 improvement n,18977
1953 everywhere r,18126
1954 opening n,18058
1955 overall j,19031
1956 divide v,18337
1957 initial j,19019
1958 terrible j,18659
1959 oppose v,18484
1960 contemporary j,19293
1961 route n,18313
1962 multiple j,19512
1963 essential j,19030
1964 question v,17924
1965 league n,19766
1966 criminal j,18424
1967 careful j,17885
1968 core n,18571
1969 upper j,18196
1970 rush v,18561
1971 necessarily r,18334
1972 specifically r,18873
1973 tired j,18597
1974 rise n,18055
1975 tie n,17787
1976 employ v,18912
1977 holiday n,18299
1978 dance v,18263
1979 vast j,17836
1980 resolution n,18922
1981 household n,18450
1982 fewer d,18223
1983 abortion n,18925
1984 apart r,17872
1985 witness n,18920
1986 match v,17788
1987 barely r,18533
1988 sector n,19103
1989 representative n,18189
1990 lack v,18215
1991 beneath i,19047
1992 beside i,19952
1993 black n,18441
1994 incident n,17880
1995 limited j,18532
1996 proud j,17841
1997 flow n,18469
1998 faculty n,20104
1999 increased j,18984
2000 waste n,19069
2001 merely r,18094
2002 mass n,18107
2003 emphasize v,18933
2004 experiment n,18440
2005 definitely r,18214
2006 bomb n,18284
2007 enormous j,17482
2008 tone n,17954
2009 liberal j,18228
2010 massive j,17551
2011 engineer n,17991
2012 wheel n,18296
2013 female n,18932
2014 decline v,18058
2015 invest v,18080
2016 promise n,17342
2017 cable n,18277
2018 towards i,18305
2019 expose v,17581
2020 rural j,18665
2021 AIDS n,19384
2022 Jew n,17893
2023 narrow j,17840
2026 gate n,17999
2027 solid j,17675
2028 hill n,18131
2024 cream n,18443
2029 typically r,18254
2025 secretary n,17922
2030 noise n,18024
2031 grass n,18139
2032 unfortunately r,17482
2033 hat n,18198
2034 legislation n,17934
2035 succeed v,17423
2036 either d,17257
2037 celebrate v,17421
2038 achievement n,18998
2039 fishing n,18103
2040 drink n,18227
2041 accuse v,17778
2042 hand v,18231
2043 useful j,18205
2044 land v,17401
2045 secret j,17305
2046 reject v,17656
2047 talent n,17474
2048 taste n,17409
2049 characteristic [PL] n,19621
2050 milk n,17812
2051 escape v,17195
2052 cast v,17163
2053 sentence n,17162
2054 unusual j,16997
2055 closely r,17220
2056 convince v,16948
2057 height n,17403
2058 physician n,17707
2059 assess v,19220
2060 sleep n,17882
2061 plenty p,17445
2062 ride n,17654
2063 virtually r,17426
2064 first r,17332
2065 addition i,17641
2066 sharp j,17403
2067 creative j,17597
2068 lower v,17206
2069 behind r,17347
2070 approve v,17329
2071 explanation n,17712
2072 outside j,16797
2073 gay j,17428
2080 compete v,17264
2081 technical j,17594
2082 plus i,17202
2083 mind v,17378
2084 potential n,17523
2074 campus n,17541
2075 proper j,17024
2076 live j,17365
2077 guilty j,17596
2078 living j,16823
2079 acquire v,17435
2085 immigrant n,17615
2086 weak j,16628
2087 illegal j,17258
2088 hi u,18910
2089 alternative n,17197
2090 interaction n,19144
2091 column n,16810
2092 personality n,16933
2093 signal n,16835
2094 curriculum n,19193
2095 list v,17006
2101 regard v,16890
2096 honor n,16686
2097 passenger n,16933
2098 assistance n,17396
2099 forever r,16890
2100 fun j,16932
2102 Israeli j,17967
2103 association n,17759
2104 twenty m,17491
2105 knock v,17146
2106 review v,16916
2107 wrap v,17073
2108 lab n,16498
2109 offer n,16612
2110 display v,16806
2111 criticism n,17049
2112 asset [PL] n,16977
2113 depression n,16976
2114 spiritual j,17074
2115 musical j,16931
2116 journalist n,16858
2117 prayer n,16296
2118 suspect v,16194
2119 scholar n,17482
2120 warning n,16205
2121 climate n,17189
2122 cheese n,17416
2123 observation n,17500
2124 childhood n,16268
2125 payment n,16704
2126 sir n,17733
2127 permit v,16764
2128 cigarette n,17160
2129 definition n,17499
2130 priority n,16586
2131 bread n,16686
2132 creation n,16967
2133 graduate n,16803
2134 request n,16241
2135 emotion n,16062
2136 scream v,17342
2137 dramatic j,16233
2138 universe n,16596
2139 gap n,16216
2140 excellent j,16094
2141 deeply r,15848
2142 prosecutor n,17260
2143 mark n,15973
2144 green n,16776
2145 lucky j,16550
2146 drag v,16685
2147 airline n,17164
2148 library n,16314
2149 agenda n,16449
2150 recover v,15786
2151 factory n,16240
2152 selection n,16706
2153 primarily r,17015
2154 roof n,16520
2155 unable j,15901
2156 expense n,16274
2157 initiative n,16445
2158 diet n,16933
2159 arrest v,16205
2160 funding n,16282
2161 therapy n,16351
2162 wash v,16314
2163 schedule n,15987
2164 sad j,16163
2165 brief j,15770
2166 housing n,16403
2167 post n,15693
2168 purchase v,16064
2169 existing j,16654
2170 dark n,16865
2171 steel n,15982
2172 regarding i,17220
2173 shout v,17239
2174 remaining j,15992
2175 visual j,17316
2176 fairly r,15701
2177 chip n,16162
2182 bike n,17306
2178 violent j,15765
2179 silent j,16802
2180 suppose v,16562
2181 self n,16708
2183 tea n,16373
2184 perceive v,17180
2185 comparison n,16809
2186 settlement n,16172
2187 layer n,16250
2188 planning n,16434
2189 far c,16006
2190 description n,16415
2191 later j,15734
2192 slow v,15633
2193 slide v,16805
2194 widely r,16000
2195 wedding n,15829
2196 inform v,15725
2197 portion n,15677
2198 territory n,15831
2199 immediate j,15680
2200 opponent n,15803
2201 abandon v,15323
2202 link n,15738
2203 mass j,15939
2204 lake n,15836
2205 transform v,15815
2206 tension n,15614
2207 display n,15575
2208 leading j,15665
2209 bother v,15870
2210 consist v,16648
2211 alcohol n,15877
2212 enable v,16293
2213 bend v,16285
2214 saving [PL] n,15917
2215 gain n,15822
2216 desert n,15653
2217 shall v,15997
2218 error n,15980
2219 release n,15540
2220 cop n,16228
2221 Arab j,16732
2222 double j,15233
2223 walk n,15632
2224 sand n,15658
2225 Spanish j,15512
2226 rule v,15310
2227 hit n,15766
2228 print n,15634
2229 preserve v,15527
2230 passage n,15702
2231 formal j,16078
2232 transition n,16058
2233 existence n,15969
2234 album n,15869
2235 participation n,17187
2236 arrange v,15258
2237 atmosphere n,15310
2238 joint j,15444
2239 reply v,16312
2240 cycle n,15775
2241 opposite j,15554
2242 lock v,15616
2243 whole n,15558
2244 deserve v,14944
2245 consistent j,16334
2246 resistance n,15686
2247 discovery n,15358
2248 tear v,15575
2249 exposure n,15979
2250 pose v,15230
2251 stream n,15400
2252 sale n,15351
2253 trust n,15170
2254 benefit v,15424
2255 pot n,15407
2256 grand j,15659
2257 mine p,15794
2258 hello u,16600
2259 coalition n,15720
2260 tale n,15004
2261 knife n,15792
2262 resolve v,15260
2263 racial j,15687
2264 phase n,16045
2265 present n,15267
2266 joke n,15284
2267 coat n,16010
2268 Mexican j,15514
2269 symptom n,15886
2270 contact v,15359
2271 manufacturer n,15741
2272 philosophy n,15746
2273 potato n,15561
2274 interview v,15687
2275 foundation n,15273
2276 quote v,15415
2277 online j,15848
2278 pass n,15599
2279 negotiation n,15680
2280 good [PL] n,15259
2281 urge v,14894
2282 occasion n,14792
2283 dust n,15475
2284 breathe v,15813
2285 elect v,15350
2286 investigator n,15258
2287 jacket n,15692
2288 glad j,15556
2289 ordinary j,14776
2290 reduction n,15862
2291 rarely r,14912
2292 shift n,15114
